date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:09:28	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2015:39:28%20GMT	https://www.java8.jobs4times.com/robots.txt		(from )
21:09:28	2496/2496	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2021:33:06%20GMT	https://www.java8.jobs4times.com/	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/index.html	(from )
21:09:29	60/60	---M--	200	added ('OK')	text/css	date:Tue,%2029%20Oct%202019%2011:30:19%20GMT	https://www.java8.jobs4times.com/java8.css	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/java8.css	(from https://www.java8.jobs4times.com/)
21:09:29	560/560	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2002%20Dec%202019%2007:48:38%20GMT	https://www.java8.jobs4times.com/header.js	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/header.js	(from https://www.java8.jobs4times.com/)
21:09:29	3136/3136	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202019%2008:28:49%20GMT	https://www.java8.jobs4times.com/lambda-expressions.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/lambda-expressions.html	(from https://www.java8.jobs4times.com/)
21:09:29	3537/3537	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Nov%202019%2012:33:35%20GMT	https://www.java8.jobs4times.com/functional-interfaces.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/functional-interfaces.html	(from https://www.java8.jobs4times.com/)
21:09:29	3635/3635	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Nov%202019%2012:52:07%20GMT	https://www.java8.jobs4times.com/Functional-Interface-Vs-Lambda-Expressions.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/Functional-Interface-Vs-Lambda-Expressions.html	(from https://www.java8.jobs4times.com/)
21:09:30	5909/5909	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202019%2007:11:07%20GMT	https://www.java8.jobs4times.com/Anonymous-inner-classes-vs-Lambda-Expressions.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/Anonymous-inner-classes-vs-Lambda-Expressions.html	(from https://www.java8.jobs4times.com/)
21:09:30	4768/4768	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202019%2008:40:39%20GMT	https://www.java8.jobs4times.com/default-methods-in-interfaces.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/default-methods-in-interfaces.html	(from https://www.java8.jobs4times.com/)
21:09:30	2355/2355	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202019%2009:04:32%20GMT	https://www.java8.jobs4times.com/static-methods-in-interfaces.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/static-methods-in-interfaces.html	(from https://www.java8.jobs4times.com/)
21:09:30	3078/3078	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202019%2016:20:30%20GMT	https://www.java8.jobs4times.com/predicate.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/predicate.html	(from https://www.java8.jobs4times.com/)
21:09:31	2461/2461	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202019%2017:28:20%20GMT	https://www.java8.jobs4times.com/functions.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/functions.html	(from https://www.java8.jobs4times.com/)
21:09:31	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2015:39:31%20GMT	https://www.java8.jobs4times.com/consumer.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/consumer.html	(from https://www.java8.jobs4times.com/)
21:09:31	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2015:39:31%20GMT	https://www.java8.jobs4times.com/supplier.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/supplier.html	(from https://www.java8.jobs4times.com/)
21:09:31	3640/3640	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202019%2018:21:40%20GMT	https://www.java8.jobs4times.com/double-colon-operator.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/double-colon-operator.html	(from https://www.java8.jobs4times.com/)
21:09:32	8157/8157	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2021:27:45%20GMT	https://www.java8.jobs4times.com/stream-api.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/stream-api.html	(from https://www.java8.jobs4times.com/)
21:09:32	3778/3778	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2022:00:36%20GMT	https://www.java8.jobs4times.com/joda-time-api.html	D:/html/java/java8.jobs4times.com/www.java8.jobs4times.com/joda-time-api.html	(from https://www.java8.jobs4times.com/)
